read_date,user_uuid,category,journalist_id,language,length,country,subscription_date,platform,article_id,stars,read_month,user_type,total_reads,unique_categories,cluster,persona
2023-07-21,104,economy,103,it,medium,it,2022-04-11,tablet,22248,5,2023-07,Fedele,6,3,0,Super Lettore
2022-10-05,147,economy,105,en,medium,uk,2021-02-21,tablet,223273,2,2022-10,Fedele,6,4,0,Super Lettore
2022-05-16,83,sport,118,en,medium,uk,2020-07-23,pc,323321,3,2022-05,Moderato,3,3,1,Esploratore
2023-02-26,88,weather,113,it,long,it,2022-11-12,pc,732990,2,2023-02,Occasionale,2,1,1,Mordi e Fuggi
2023-04-23,104,weather,114,it,medium,it,2022-04-11,pc,722887,3,2023-04,Fedele,6,3,0,Super Lettore
2023-05-20,121,weather,122,it,long,it,2020-11-03,mobile,732476,1,2023-05,Moderato,5,3,0,Esploratore
2022-10-09,23,weather,120,fr,medium,fr,2021-09-20,tablet,721867,3,2022-10,Moderato,3,2,1,Esploratore
2023-02-26,25,sport,117,en,long,uk,2021-10-28,tablet,333517,2,2023-02,Occasionale,2,2,1,Mordi e Fuggi
2023-11-21,177,weather,121,it,short,it,2022-03-17,pc,71272,2,2023-11,Moderato,5,3,0,Esploratore
2023-08-28,78,weather,122,en,long,uk,2021-02-24,mobile,73329,5,2023-08,Occasionale,2,2,1,Mordi e Fuggi
2023-10-24,199,sport,102,en,long,uk,2020-07-27,tablet,333466,2,2023-10,Fedele,7,6,2,Super Lettore
2023-09-21,81,sport,111,fr,long,fr,2022-08-23,pc,33164,3,2023-09,Moderato,3,2,1,Esploratore
2023-11-06,162,weather,112,it,medium,it,2022-09-06,mobile,722938,4,2023-11,Moderato,5,3,0,Esploratore
2023-02-01,63,news,101,en,long,uk,2020-02-27,tablet,633428,3,2023-02,Occasionale,2,2,1,Mordi e Fuggi
2023-12-20,51,economy,121,fr,long,fr,2022-07-09,tablet,231160,5,2023-12,Fedele,10,6,2,Super Lettore
2023-01-23,120,weather,102,en,long,uk,2021-09-23,pc,733576,4,2023-01,Fedele,6,5,0,Super Lettore
2023-06-15,90,weather,110,fr,medium,fr,2022-03-13,pc,721846,1,2023-06,Fedele,8,3,2,Super Lettore
2022-04-21,170,finance,116,it,medium,it,2021-10-07,tablet,622420,2,2022-04,Moderato,5,3,0,Esploratore
2023-09-08,27,sport,113,en,short,uk,2021-01-12,pc,313957,1,2023-09,Moderato,3,2,1,Esploratore
2022-04-27,75,news,101,it,short,it,2021-07-20,tablet,612942,4,2022-04,Moderato,4,4,0,Esploratore
2023-08-26,132,weather,104,it,short,it,2022-07-25,tablet,712625,3,2023-08,Moderato,5,2,0,Esploratore
2023-07-08,51,sport,102,en,long,uk,2022-07-09,pc,333758,1,2023-07,Fedele,10,6,2,Super Lettore
2023-08-04,118,lifestyle,119,fr,medium,fr,2021-04-27,pc,121394,1,2023-08,Moderato,5,4,0,Esploratore
2023-11-16,18,art,100,it,short,it,2021-12-14,mobile,512796,4,2023-11,Fedele,9,4,2,Super Lettore
2022-05-18,68,sport,110,it,short,it,2020-12-14,mobile,312680,4,2022-05,Moderato,5,3,0,Esploratore
2023-11-11,157,weather,118,it,medium,it,2020-02-12,pc,722197,4,2023-11,Fedele,12,6,2,Super Lettore
2022-07-15,57,lifestyle,117,en,medium,uk,2020-07-11,pc,123538,4,2022-07,Moderato,5,4,0,Esploratore
2023-07-21,245,art,100,it,long,it,2022-11-28,mobile,532517,4,2023-07,Moderato,4,4,0,Esploratore
2023-04-06,195,weather,106,it,short,it,2022-12-09,tablet,712138,5,2023-04,Fedele,6,3,0,Super Lettore
2023-12-08,245,economy,101,it,short,it,2022-11-28,pc,21258,1,2023-12,Moderato,4,4,0,Esploratore
2022-12-17,148,weather,112,fr,long,fr,2021-04-24,tablet,731289,2,2022-12,Fedele,6,4,0,Super Lettore
2023-02-19,201,lifestyle,113,it,long,it,2022-11-25,tablet,132903,2,2023-02,Moderato,3,3,1,Esploratore
2023-11-16,140,economy,113,en,long,uk,2021-10-03,pc,233336,5,2023-11,Fedele,6,5,0,Super Lettore
2023-02-15,79,news,101,it,long,it,2020-12-12,tablet,632480,5,2023-02,Moderato,3,3,1,Esploratore
2021-02-08,212,finance,120,it,short,it,2020-02-27,mobile,612318,2,2021-02,Moderato,3,3,1,Esploratore
2023-11-14,135,weather,100,it,medium,it,2021-08-16,tablet,722477,2,2023-11,Fedele,8,3,2,Super Lettore
2023-03-12,194,weather,122,it,long,it,2021-08-21,pc,732284,2,2023-03,Moderato,4,4,0,Esploratore
2022-08-05,145,weather,114,en,medium,uk,2020-01-13,tablet,723978,5,2022-08,Fedele,7,4,2,Super Lettore
2023-09-13,194,sport,104,it,short,it,2021-08-21,pc,312413,2,2023-09,Moderato,4,4,0,Esploratore
2023-12-26,8,news,104,it,long,it,2022-04-23,tablet,63283,4,2023-12,Moderato,4,4,0,Esploratore
2022-02-16,89,weather,120,fr,medium,fr,2020-01-02,pc,721468,1,2022-02,Moderato,3,2,1,Esploratore
2021-07-24,172,economy,111,it,short,it,2020-04-22,mobile,2129,4,2021-07,Fedele,6,4,0,Super Lettore
2023-06-17,237,economy,110,it,short,it,2022-03-23,tablet,212316,2,2023-06,Fedele,6,4,0,Super Lettore
2022-01-15,203,sport,109,it,long,it,2021-03-28,pc,332213,2,2022-01,Occasionale,2,2,1,Mordi e Fuggi
2023-06-20,221,economy,108,it,medium,it,2021-04-25,mobile,222506,4,2023-06,Fedele,7,5,2,Super Lettore
2023-08-07,156,weather,114,it,medium,it,2022-02-18,tablet,72252,4,2023-08,Moderato,4,3,0,Esploratore
2023-12-05,172,finance,100,it,short,it,2020-04-22,pc,612345,2,2023-12,Fedele,6,4,0,Super Lettore
2022-03-05,18,sport,112,it,short,it,2021-12-14,tablet,312535,3,2022-03,Fedele,9,4,2,Super Lettore
2022-04-27,98,weather,108,it,long,it,2020-09-26,mobile,732745,3,2022-04,Fedele,10,5,2,Super Lettore
2023-04-03,51,art,117,it,short,it,2022-07-09,tablet,512143,2,2023-04,Fedele,10,6,2,Super Lettore
2022-06-06,148,lifestyle,113,it,short,it,2021-04-24,pc,112248,5,2022-06,Fedele,6,4,0,Super Lettore
2022-07-10,41,weather,103,it,short,it,2021-08-01,mobile,712194,1,2022-07,Moderato,5,4,0,Esploratore
2022-03-06,38,finance,102,it,medium,it,2021-01-02,mobile,622798,1,2022-03,Moderato,4,2,1,Esploratore
2021-02-23,76,lifestyle,108,en,long,uk,2020-05-14,mobile,133883,2,2021-02,Moderato,4,3,0,Esploratore
2023-01-27,106,news,101,it,short,it,2022-12-23,pc,612744,2,2023-01,Fedele,6,4,0,Super Lettore
2022-06-22,130,sport,104,fr,long,fr,2021-02-10,mobile,331764,2,2022-06,Moderato,4,3,0,Esploratore
2022-07-07,166,sport,119,en,short,uk,2021-07-22,tablet,313434,1,2022-07,Moderato,4,4,0,Esploratore
2022-06-27,243,economy,103,it,long,it,2020-08-24,tablet,232682,4,2022-06,Moderato,3,3,1,Esploratore
2023-12-13,2,art,116,it,long,it,2022-01-06,tablet,532180,5,2023-12,Fedele,6,5,0,Super Lettore
2021-01-10,68,sport,113,en,medium,uk,2020-12-14,pc,323192,2,2021-01,Moderato,5,3,0,Esploratore
2022-03-22,234,weather,112,en,medium,uk,2021-11-19,pc,723968,3,2022-03,Moderato,3,2,1,Esploratore
2023-01-15,163,lifestyle,119,it,medium,it,2022-11-28,tablet,122434,1,2023-01,Fedele,7,4,2,Super Lettore
2021-11-15,48,sport,105,it,short,it,2020-10-21,pc,312550,5,2021-11,Moderato,5,3,0,Esploratore
2023-06-24,46,lifestyle,103,fr,long,fr,2021-05-08,mobile,131650,5,2023-06,Fedele,8,4,2,Super Lettore
2022-03-19,117,finance,118,it,medium,it,2020-07-13,pc,622500,2,2022-03,Occasionale,2,1,1,Mordi e Fuggi
2022-02-19,110,news,107,it,long,it,2020-01-06,mobile,632844,5,2022-02,Moderato,3,3,1,Esploratore
2022-11-21,27,weather,103,fr,medium,fr,2021-01-12,tablet,721904,4,2022-11,Moderato,3,2,1,Esploratore
2022-03-20,110,finance,112,en,long,uk,2020-01-06,pc,63313,2,2022-03,Moderato,3,3,1,Esploratore
2023-01-04,202,weather,120,en,long,uk,2020-02-04,tablet,733908,3,2023-01,Occasionale,2,2,1,Mordi e Fuggi
2023-01-27,207,sport,103,en,short,uk,2020-01-11,tablet,313352,3,2023-01,Moderato,4,3,0,Esploratore
2023-03-25,143,weather,112,it,medium,it,2022-05-22,tablet,722815,2,2023-03,Fedele,6,2,0,Super Lettore
2023-06-19,108,sport,103,it,short,it,2021-12-08,mobile,312563,4,2023-06,Moderato,5,5,0,Esploratore
2023-02-19,114,economy,118,fr,short,fr,2022-07-08,pc,211527,2,2023-02,Fedele,7,4,2,Super Lettore
2022-05-26,11,news,111,it,medium,it,2020-11-23,mobile,622996,5,2022-05,Occasionale,2,2,1,Mordi e Fuggi
2021-11-11,6,lifestyle,111,en,long,uk,2020-09-14,pc,133156,1,2021-11,Fedele,7,4,2,Super Lettore
2021-01-18,39,weather,117,fr,medium,fr,2020-08-03,tablet,721619,4,2021-01,Fedele,8,4,2,Super Lettore
2023-05-25,156,weather,110,en,long,uk,2022-02-18,mobile,733798,2,2023-05,Moderato,4,3,0,Esploratore
2023-05-18,181,lifestyle,105,en,long,uk,2020-12-09,mobile,133543,3,2023-05,Fedele,10,6,2,Super Lettore
2022-12-02,107,sport,104,en,short,uk,2020-11-14,mobile,313899,1,2022-12,Occasionale,2,1,1,Mordi e Fuggi
2023-07-12,17,weather,119,it,long,it,2021-07-02,tablet,73226,4,2023-07,Moderato,3,3,1,Esploratore
2021-02-06,212,art,116,it,long,it,2020-02-27,mobile,5329,5,2021-02,Moderato,3,3,1,Esploratore
2023-11-20,125,art,113,fr,medium,fr,2021-04-17,mobile,521942,3,2023-11,Moderato,3,3,1,Esploratore
2023-01-07,51,weather,120,it,medium,it,2022-07-09,tablet,72237,3,2023-01,Fedele,10,6,2,Super Lettore
2023-01-09,190,finance,118,fr,long,fr,2021-06-28,mobile,631786,2,2023-01,Moderato,5,4,0,Esploratore
2023-10-07,175,lifestyle,101,fr,short,fr,2021-02-27,tablet,111434,4,2023-10,Moderato,4,4,0,Esploratore
2023-08-09,229,sport,121,it,long,it,2021-04-24,mobile,332459,2,2023-08,Moderato,5,5,0,Esploratore
2022-12-10,203,news,117,fr,short,fr,2021-03-28,pc,61116,2,2022-12,Occasionale,2,2,1,Mordi e Fuggi
2023-07-21,119,economy,106,it,short,it,2022-08-25,tablet,212721,1,2023-07,Moderato,5,3,0,Esploratore
2023-06-02,184,art,117,it,long,it,2022-08-11,pc,532809,2,2023-06,Moderato,3,3,1,Esploratore
2023-03-22,9,news,120,en,long,uk,2021-03-21,pc,633880,1,2023-03,Moderato,3,2,1,Esploratore
2023-02-06,82,news,120,it,short,it,2022-01-21,pc,612245,4,2023-02,Fedele,6,4,0,Super Lettore
2023-11-09,241,weather,109,it,short,it,2022-05-11,pc,712698,5,2023-11,Fedele,10,4,2,Super Lettore
2023-10-24,177,weather,121,it,long,it,2022-03-17,tablet,73283,4,2023-10,Moderato,5,3,0,Esploratore
2023-09-13,2,finance,102,it,medium,it,2022-01-06,tablet,622798,5,2023-09,Fedele,6,5,0,Super Lettore
2023-10-02,148,news,115,en,long,uk,2021-04-24,mobile,633372,2,2023-10,Fedele,6,4,0,Super Lettore
2022-04-09,221,sport,103,fr,medium,fr,2021-04-25,mobile,321836,3,2022-04,Fedele,7,5,2,Super Lettore
2023-12-10,5,economy,100,it,long,it,2022-01-25,mobile,232838,5,2023-12,Moderato,4,3,0,Esploratore
2023-03-06,5,news,100,it,medium,it,2022-01-25,pc,622334,1,2023-03,Moderato,4,3,0,Esploratore
2022-04-25,14,weather,104,fr,short,fr,2021-01-14,pc,711990,5,2022-04,Fedele,7,6,2,Super Lettore
2023-04-14,13,art,117,fr,long,fr,2022-05-22,pc,531125,5,2023-04,Fedele,10,5,2,Super Lettore
2021-08-25,89,weather,117,en,long,uk,2020-01-02,mobile,733563,4,2021-08,Moderato,3,2,1,Esploratore
2023-11-14,122,weather,119,it,short,it,2022-12-17,tablet,712575,1,2023-11,Moderato,4,2,1,Esploratore
2023-11-13,124,finance,116,en,medium,uk,2022-09-14,mobile,623383,4,2023-11,Occasionale,2,2,1,Mordi e Fuggi
2023-07-19,241,finance,107,it,short,it,2022-05-11,mobile,61236,5,2023-07,Fedele,10,4,2,Super Lettore
2022-11-25,149,sport,108,en,short,uk,2020-05-11,pc,313262,5,2022-11,Fedele,6,4,0,Super Lettore
2023-08-11,105,economy,106,fr,short,fr,2022-01-25,tablet,211669,2,2023-08,Moderato,5,4,0,Esploratore
2023-08-04,46,news,109,fr,medium,fr,2021-05-08,pc,621702,4,2023-08,Fedele,8,4,2,Super Lettore
2022-04-12,40,weather,100,fr,long,fr,2021-09-08,tablet,73161,1,2022-04,Fedele,6,4,0,Super Lettore
2022-11-07,30,finance,101,fr,long,fr,2021-01-23,tablet,631459,5,2022-11,Moderato,4,2,1,Esploratore
2023-08-02,47,weather,113,it,short,it,2022-08-10,tablet,712773,2,2023-08,Moderato,4,3,0,Esploratore
2021-01-06,209,finance,115,en,short,uk,2020-07-06,mobile,613716,5,2021-01,Fedele,7,4,2,Super Lettore
2023-10-13,239,economy,112,en,short,uk,2020-02-04,pc,213564,1,2023-10,Moderato,5,3,0,Esploratore
2023-11-24,240,lifestyle,105,it,medium,it,2021-01-15,pc,122774,2,2023-11,Fedele,6,4,0,Super Lettore
2023-06-11,222,weather,102,it,short,it,2021-05-05,pc,712991,4,2023-06,Moderato,4,4,0,Esploratore
2023-10-12,10,weather,106,it,long,it,2022-08-05,tablet,732893,1,2023-10,Moderato,5,3,0,Esploratore
2022-12-10,74,weather,113,en,long,uk,2021-07-04,pc,733989,5,2022-12,Occasionale,2,1,1,Mordi e Fuggi
2023-12-20,179,weather,111,it,short,it,2022-04-13,mobile,712656,1,2023-12,Moderato,4,2,1,Esploratore
2023-10-09,111,lifestyle,112,it,short,it,2020-09-01,mobile,11229,2,2023-10,Moderato,3,3,1,Esploratore
2023-12-27,64,lifestyle,114,it,long,it,2022-11-04,mobile,132121,3,2023-12,Moderato,4,4,0,Esploratore
2022-09-09,87,sport,116,en,short,uk,2021-09-12,tablet,313263,1,2022-09,Moderato,3,3,1,Esploratore
2022-01-02,232,weather,113,it,long,it,2021-06-25,pc,732746,3,2022-01,Fedele,6,3,0,Super Lettore
2023-09-22,41,weather,100,en,short,uk,2021-08-01,pc,713545,5,2023-09,Moderato,5,4,0,Esploratore
2023-07-12,215,economy,116,it,short,it,2022-05-05,tablet,212785,4,2023-07,Moderato,4,4,0,Esploratore
2023-01-27,141,news,107,en,long,uk,2021-05-23,pc,633156,2,2023-01,Moderato,4,3,0,Esploratore
2022-01-03,11,economy,101,en,short,uk,2020-11-23,tablet,213617,4,2022-01,Occasionale,2,2,1,Mordi e Fuggi
2023-03-16,196,art,110,it,long,it,2022-06-04,mobile,53265,3,2023-03,Moderato,4,4,0,Esploratore
2022-09-04,221,art,122,fr,long,fr,2021-04-25,tablet,531324,4,2022-09,Fedele,7,5,2,Super Lettore
2023-09-07,118,weather,122,fr,medium,fr,2021-04-27,mobile,721515,3,2023-09,Moderato,5,4,0,Esploratore
2023-04-14,90,sport,104,it,long,it,2022-03-13,pc,332297,3,2023-04,Fedele,8,3,2,Super Lettore
2023-09-23,71,weather,108,it,short,it,2021-05-10,pc,712918,5,2023-09,Moderato,5,3,0,Esploratore
2022-02-20,183,lifestyle,119,en,long,uk,2021-08-20,pc,133576,2,2022-02,Moderato,5,4,0,Esploratore
2022-03-16,204,weather,101,en,long,uk,2021-07-27,tablet,733497,1,2022-03,Moderato,3,3,1,Esploratore
2023-02-28,98,weather,107,it,long,it,2020-09-26,tablet,73276,3,2023-02,Fedele,10,5,2,Super Lettore
2023-04-04,234,weather,116,it,short,it,2021-11-19,pc,712817,5,2023-04,Moderato,3,2,1,Esploratore
2023-01-28,72,economy,110,it,long,it,2022-10-12,mobile,232446,5,2023-01,Fedele,7,5,2,Super Lettore
2023-08-24,205,weather,119,fr,long,fr,2021-01-22,mobile,731383,4,2023-08,Fedele,6,4,0,Super Lettore
2021-05-18,76,finance,105,it,short,it,2020-05-14,tablet,612595,1,2021-05,Moderato,4,3,0,Esploratore
2023-02-18,229,economy,120,it,long,it,2021-04-24,pc,232645,1,2023-02,Moderato,5,5,0,Esploratore
2022-12-12,48,weather,119,it,short,it,2020-10-21,tablet,712448,5,2022-12,Moderato,5,3,0,Esploratore
2023-03-15,244,news,106,fr,medium,fr,2021-05-25,tablet,621121,4,2023-03,Moderato,3,2,1,Esploratore
2023-04-10,207,finance,121,it,short,it,2020-01-11,tablet,61279,2,2023-04,Moderato,4,3,0,Esploratore
2022-09-07,6,lifestyle,110,it,short,it,2020-09-14,tablet,112469,5,2022-09,Fedele,7,4,2,Super Lettore
2023-01-12,143,weather,114,it,short,it,2022-05-22,mobile,712686,5,2023-01,Fedele,6,2,0,Super Lettore
2023-05-09,192,news,109,fr,medium,fr,2020-05-01,tablet,621464,4,2023-05,Moderato,4,2,1,Esploratore
2021-04-14,157,economy,110,it,short,it,2020-02-12,pc,212930,5,2021-04,Fedele,12,6,2,Super Lettore
2023-06-06,169,lifestyle,113,it,medium,it,2021-06-16,tablet,12243,3,2023-06,Moderato,5,4,0,Esploratore
2023-07-07,130,sport,122,en,short,uk,2021-02-10,pc,313682,2,2023-07,Moderato,4,3,0,Esploratore
2023-03-28,132,sport,121,fr,short,fr,2022-07-25,tablet,311480,3,2023-03,Moderato,5,2,0,Esploratore
2021-10-28,157,weather,116,it,short,it,2020-02-12,pc,712540,1,2021-10,Fedele,12,6,2,Super Lettore
2021-12-17,145,sport,107,fr,medium,fr,2020-01-13,tablet,321860,1,2021-12,Fedele,7,4,2,Super Lettore
2021-12-12,206,weather,101,it,short,it,2020-11-07,pc,712275,3,2021-12,Moderato,4,2,1,Esploratore
2023-03-15,234,economy,113,it,short,it,2021-11-19,pc,212233,3,2023-03,Moderato,3,2,1,Esploratore
2023-12-17,52,weather,116,it,long,it,2022-03-15,pc,732362,5,2023-12,Moderato,4,2,1,Esploratore
2021-02-21,230,art,112,it,long,it,2020-01-09,tablet,532353,4,2021-02,Occasionale,1,1,1,Mordi e Fuggi
2023-04-28,178,finance,112,en,short,uk,2022-06-15,pc,613499,1,2023-04,Moderato,4,3,0,Esploratore
2022-03-08,219,weather,103,en,short,uk,2021-12-24,tablet,713641,3,2022-03,Fedele,8,6,2,Super Lettore
2023-04-06,241,sport,116,fr,short,fr,2022-05-11,mobile,311745,3,2023-04,Fedele,10,4,2,Super Lettore
2022-12-24,204,sport,108,it,medium,it,2021-07-27,mobile,322949,4,2022-12,Moderato,3,3,1,Esploratore
2023-12-16,208,economy,113,it,long,it,2022-11-20,pc,232921,2,2023-12,Fedele,6,3,0,Super Lettore
2023-05-06,173,economy,103,fr,medium,fr,2021-12-12,pc,221892,3,2023-05,Moderato,3,2,1,Esploratore
2021-04-18,24,lifestyle,117,it,short,it,2020-09-09,tablet,112999,3,2021-04,Moderato,3,3,1,Esploratore
2023-03-09,13,economy,106,it,short,it,2022-05-22,mobile,212532,2,2023-03,Fedele,10,5,2,Super Lettore
2023-01-27,30,art,105,it,long,it,2021-01-23,tablet,532485,3,2023-01,Moderato,4,2,1,Esploratore
2023-05-06,205,finance,101,en,long,uk,2021-01-22,mobile,633277,2,2023-05,Fedele,6,4,0,Super Lettore
2022-03-16,219,art,115,en,short,uk,2021-12-24,tablet,513479,5,2022-03,Fedele,8,6,2,Super Lettore
2022-12-08,239,news,106,en,short,uk,2020-02-04,tablet,613318,4,2022-12,Moderato,5,3,0,Esploratore
2023-03-18,83,finance,102,fr,long,fr,2020-07-23,tablet,631237,4,2023-03,Moderato,3,3,1,Esploratore
2022-10-16,58,art,119,it,medium,it,2021-11-18,tablet,522995,3,2022-10,Occasionale,2,2,1,Mordi e Fuggi
2022-03-07,116,finance,116,en,short,uk,2021-10-09,tablet,613204,4,2022-03,Moderato,4,2,1,Esploratore
2022-02-19,190,sport,117,fr,long,fr,2021-06-28,tablet,331708,2,2022-02,Moderato,5,4,0,Esploratore
2023-09-26,109,news,113,en,long,uk,2022-08-08,tablet,633712,5,2023-09,Moderato,5,4,0,Esploratore
2023-11-19,21,weather,115,fr,medium,fr,2021-07-11,mobile,721302,4,2023-11,Moderato,3,1,1,Esploratore
2023-02-07,156,news,113,it,long,it,2022-02-18,tablet,632700,3,2023-02,Moderato,4,3,0,Esploratore
2022-01-19,172,sport,122,it,short,it,2020-04-22,tablet,312910,2,2022-01,Fedele,6,4,0,Super Lettore
2021-06-18,181,news,109,it,long,it,2020-12-09,pc,632901,1,2021-06,Fedele,10,6,2,Super Lettore
2022-09-27,74,weather,116,it,medium,it,2021-07-04,pc,722359,1,2022-09,Occasionale,2,1,1,Mordi e Fuggi
2023-12-08,45,news,122,en,long,uk,2022-10-16,mobile,633277,5,2023-12,Moderato,4,4,0,Esploratore
2023-11-07,15,sport,109,it,short,it,2022-05-13,tablet,31227,5,2023-11,Fedele,6,5,0,Super Lettore
2023-05-27,215,finance,100,it,long,it,2022-05-05,mobile,632925,1,2023-05,Moderato,4,4,0,Esploratore
2023-01-05,163,weather,110,it,short,it,2022-11-28,mobile,712264,4,2023-01,Fedele,7,4,2,Super Lettore
2023-09-17,41,news,116,en,short,uk,2021-08-01,mobile,613931,4,2023-09,Moderato,5,4,0,Esploratore
2022-05-19,69,economy,111,it,medium,it,2020-08-23,pc,222449,4,2022-05,Moderato,4,3,0,Esploratore
2022-09-04,199,finance,120,it,medium,it,2020-07-27,tablet,622518,2,2022-09,Fedele,7,6,2,Super Lettore
2023-05-06,160,lifestyle,122,it,medium,it,2021-01-01,pc,12255,4,2023-05,Moderato,3,3,1,Esploratore
2023-05-19,18,weather,111,it,short,it,2021-12-14,tablet,712417,3,2023-05,Fedele,9,4,2,Super Lettore
2023-02-20,200,finance,101,it,long,it,2022-03-24,tablet,632316,2,2023-02,Moderato,3,3,1,Esploratore
2022-09-21,44,economy,119,fr,short,fr,2020-12-09,tablet,211398,4,2022-09,Moderato,5,4,0,Esploratore
2023-03-25,186,sport,111,it,medium,it,2020-08-12,mobile,322923,5,2023-03,Moderato,4,4,0,Esploratore
2023-10-13,114,economy,112,it,long,it,2022-07-08,pc,232807,4,2023-10,Fedele,7,4,2,Super Lettore
2023-10-09,140,sport,109,en,short,uk,2021-10-03,mobile,313276,4,2023-10,Fedele,6,5,0,Super Lettore
2023-03-20,196,sport,103,it,medium,it,2022-06-04,tablet,322444,2,2023-03,Moderato,4,4,0,Esploratore
2022-11-10,145,economy,102,fr,long,fr,2020-01-13,tablet,231470,4,2022-11,Fedele,7,4,2,Super Lettore
2022-02-26,136,lifestyle,114,fr,short,fr,2021-05-07,mobile,11123,2,2022-02,Occasionale,2,2,1,Mordi e Fuggi
2021-08-13,57,sport,120,it,long,it,2020-07-11,mobile,332311,1,2021-08,Moderato,5,4,0,Esploratore
2022-09-25,16,weather,117,fr,long,fr,2020-04-02,tablet,731339,2,2022-09,Moderato,3,2,1,Esploratore
2023-09-23,33,weather,112,it,medium,it,2022-07-02,mobile,722624,3,2023-09,Fedele,7,2,0,Super Lettore
2023-09-04,188,sport,118,en,medium,uk,2022-06-13,mobile,323443,4,2023-09,Fedele,6,3,0,Super Lettore
2022-11-12,46,art,101,it,long,it,2021-05-08,mobile,532523,5,2022-11,Fedele,8,4,2,Super Lettore
2022-10-04,232,weather,117,it,medium,it,2021-06-25,tablet,72238,4,2022-10,Fedele,6,3,0,Super Lettore
2022-05-20,73,sport,115,it,medium,it,2020-11-14,pc,322725,3,2022-05,Moderato,5,3,0,Esploratore
2023-07-11,15,news,112,it,long,it,2022-05-13,pc,632611,2,2023-07,Fedele,6,5,0,Super Lettore
2023-06-26,165,economy,115,fr,short,fr,2020-08-03,tablet,211621,1,2023-06,Occasionale,1,1,1,Mordi e Fuggi
2022-07-28,93,lifestyle,112,it,short,it,2021-07-04,pc,112932,3,2022-07,Moderato,5,4,0,Esploratore
2021-03-13,84,weather,121,it,short,it,2020-06-09,tablet,712389,1,2021-03,Moderato,3,2,1,Esploratore
2023-09-28,2,news,104,en,short,uk,2022-01-06,tablet,613553,3,2023-09,Fedele,6,5,0,Super Lettore
2022-01-12,103,sport,103,fr,medium,fr,2020-03-25,tablet,321864,2,2022-01,Moderato,5,3,0,Esploratore
2023-02-28,114,finance,116,en,short,uk,2022-07-08,pc,613100,1,2023-02,Fedele,7,4,2,Super Lettore
2023-09-12,198,news,108,fr,long,fr,2021-07-04,pc,631971,3,2023-09,Occasionale,2,2,1,Mordi e Fuggi
2021-02-02,94,news,105,it,medium,it,2020-03-24,mobile,622926,4,2021-02,Fedele,6,4,0,Super Lettore
2023-07-02,85,economy,115,it,long,it,2020-03-28,mobile,232900,5,2023-07,Moderato,4,3,0,Esploratore
2023-12-28,183,sport,121,it,short,it,2021-08-20,mobile,312406,3,2023-12,Moderato,5,4,0,Esploratore
2022-12-16,68,weather,103,it,short,it,2020-12-14,mobile,712854,1,2022-12,Moderato,5,3,0,Esploratore
2023-03-09,245,lifestyle,108,en,long,uk,2022-11-28,tablet,133498,4,2023-03,Moderato,4,4,0,Esploratore
2023-10-19,187,finance,111,it,long,it,2020-05-03,tablet,632281,1,2023-10,Fedele,7,3,2,Super Lettore
2023-04-06,98,weather,115,en,medium,uk,2020-09-26,pc,723466,4,2023-04,Fedele,10,5,2,Super Lettore
2021-08-13,199,economy,113,it,medium,it,2020-07-27,tablet,222319,1,2021-08,Fedele,7,6,2,Super Lettore
2023-06-24,228,news,100,fr,long,fr,2022-05-23,pc,63131,5,2023-06,Moderato,3,3,1,Esploratore
2022-09-27,46,news,104,fr,long,fr,2021-05-08,pc,631441,1,2022-09,Fedele,8,4,2,Super Lettore
2022-09-15,181,art,122,it,short,it,2020-12-09,pc,512732,2,2022-09,Fedele,10,6,2,Super Lettore
2022-10-23,191,sport,112,en,long,uk,2021-05-15,tablet,333457,1,2022-10,Moderato,4,3,0,Esploratore
2023-03-19,57,finance,118,it,short,it,2020-07-11,pc,612679,4,2023-03,Moderato,5,4,0,Esploratore
2022-08-07,18,economy,107,en,medium,uk,2021-12-14,mobile,223558,1,2022-08,Fedele,9,4,2,Super Lettore
2023-07-16,218,weather,104,fr,medium,fr,2021-02-16,mobile,72115,4,2023-07,Moderato,4,3,0,Esploratore
2023-03-24,155,art,105,it,medium,it,2022-12-19,mobile,522444,1,2023-03,Moderato,4,3,0,Esploratore
2022-03-03,120,news,113,en,short,uk,2021-09-23,tablet,613429,3,2022-03,Fedele,6,5,0,Super Lettore
2023-06-15,162,weather,111,it,long,it,2022-09-06,tablet,73258,5,2023-06,Moderato,5,3,0,Esploratore
2022-02-24,185,economy,110,en,medium,uk,2020-10-21,mobile,223797,5,2022-02,Moderato,3,3,1,Esploratore
2022-03-22,103,news,113,fr,long,fr,2020-03-25,pc,631511,1,2022-03,Moderato,5,3,0,Esploratore
2021-02-25,49,news,105,en,medium,uk,2020-10-24,tablet,623963,5,2021-02,Moderato,4,3,0,Esploratore
2022-08-23,190,sport,122,en,medium,uk,2021-06-28,pc,323456,4,2022-08,Moderato,5,4,0,Esploratore
2023-08-27,195,weather,106,en,medium,uk,2022-12-09,tablet,723559,5,2023-08,Fedele,6,3,0,Super Lettore
2023-08-21,12,weather,102,it,short,it,2022-08-21,mobile,712105,5,2023-08,Moderato,3,3,1,Esploratore
2023-01-19,13,lifestyle,120,fr,short,fr,2022-05-22,mobile,111524,1,2023-01,Fedele,10,5,2,Super Lettore
